Date,High,Low,Open,Close,Volume,Adj Close
2021-01-04,71.81999969482422,69.91000366210938,71.81999969482422,70.61000061035156,174100.0,70.0443344116211
2021-01-05,71.1500015258789,70.4800033569336,70.48999786376953,71.02999877929688,172600.0,70.46096801757812
2021-01-06,72.01000213623047,70.58999633789062,70.5999984741211,71.41000366210938,151100.0,70.83792877197266
2021-01-07,72.66999816894531,71.88999938964844,71.9000015258789,72.56999969482422,90600.0,71.98863220214844
2021-01-08,73.08000183105469,72.25,72.86000061035156,73.06999969482422,131500.0,72.48462677001953
2021-01-11,72.87999725341797,72.3499984741211,72.43000030517578,72.43000030517578,151500.0,71.8497543334961
2021-01-12,72.63999938964844,72.06999969482422,72.48999786376953,72.45999908447266,95100.0,71.87952423095703
2021-01-13,72.76000213623047,72.30999755859375,72.41999816894531,72.48999786376953,96700.0,71.90927124023438
2021-01-14,72.76000213623047,72.0199966430664,72.61000061035156,72.0999984741211,839200.0,71.52239990234375
2021-01-15,72.02999877929688,71.3499984741211,72.0,71.77999877929688,337100.0,71.2049560546875
2021-01-19,72.52999877929688,72.0,72.27999877929688,72.5,237400.0,71.919189453125
2021-01-20,73.61000061035156,72.83999633789062,72.9800033569336,73.4800033569336,120100.0,72.89134979248047
2021-01-21,73.68000030517578,73.2300033569336,73.68000030517578,73.4000015258789,172900.0,72.8119888305664
2021-01-22,73.30000305175781,73.02999877929688,73.04000091552734,73.06999969482422,149300.0,72.48462677001953
2021-01-25,73.37000274658203,72.37999725341797,73.27999877929688,73.31999969482422,131200.0,72.73262786865234
2021-01-26,73.52999877929688,73.19999694824219,73.5,73.20999908447266,99600.0,72.62350463867188
2021-01-27,72.54000091552734,71.0,72.48999786376953,71.44000244140625,142500.0,70.86769104003906
2021-01-28,72.98999786376953,71.91999816894531,71.91999816894531,72.2300033569336,180500.0,71.6513671875
2021-01-29,72.05000305175781,70.5,71.95999908447266,70.80000305175781,459600.0,70.23282623291016
2021-02-01,72.33999633789062,71.0999984741211,71.58000183105469,72.08999633789062,142100.0,71.51248168945312
2021-02-02,73.48999786376953,72.80000305175781,72.80000305175781,73.1500015258789,140100.0,72.56399536132812
2021-02-03,73.86000061035156,73.20999908447266,73.55000305175781,73.48999786376953,90600.0,72.90126037597656
2021-02-04,74.22000122070312,73.62000274658203,73.7699966430664,74.22000122070312,121500.0,73.62541961669922
2021-02-05,74.7699966430664,74.29000091552734,74.6500015258789,74.58000183105469,159700.0,73.98253631591797
2021-02-08,75.16999816894531,74.72000122070312,74.97000122070312,75.16999816894531,204700.0,74.56780242919922
2021-02-09,75.19999694824219,74.88999938964844,75.05000305175781,75.08000183105469,115900.0,74.47853088378906
2021-02-10,75.44999694824219,74.55999755859375,75.44999694824219,74.98999786376953,156300.0,74.38924407958984
2021-02-11,75.41999816894531,74.91000366210938,75.31999969482422,75.36000061035156,170100.0,74.75629425048828
2021-02-12,75.66999816894531,75.1500015258789,75.19999694824219,75.62999725341797,156400.0,75.02411651611328
